Rating,Review Title,Review Text
1,Very poor service.,Ordered chinos but received a shirt with advice note detailing chinos ordered. I sent back the shirt and under comments detailed what had happened and asked for chinos I had ordered. I heard nothing for 12 days and had to telephone to ask for progress. I was told they had returned money to my account. I was told to re-order if I wanted chinos. Throughout there was no communication and no apology. I will not use the online service again.
1,What happened to Gap,"What happened to Gap? Used to be my favourite shop, but now when Next took over customer service is terrible. Also they are using Hermes/Evri as delivery company. If I knew before I paid for it I would never order it in first place. My order was left at the front door (by the pic I received in email). I was at work when order was delivered, the parcel wasn't there when I got home! Its been over a week now, and haven't heard from Gap, so no clothes I have paid for or refund!"
5,Amazing Value and Service!,I have done a few orders with Gap recently and have been pleasantly surprised with the quality of the items and speed of delivery. I also managed to grab some absolute bargains in the sale and all the sizes fit me perfectly. 5* for me.
1,Poor service and outdated terms and conditions,"Ordered a pair of jeans in their sale, paid £4 postage.When they arrived the jeans were 4 sizes smaller and the ones I wanted were out of stock. Had to drive 5 miles to drop them off at a yodel pick up point. I then received an email to say that the cost of the jeans only would be refunded after contacting customer services who pointed out that their terms and conditions excluded refunding postage but on this occasion I would receive a refund.can I just point out to GAP that I was the person who received the wrong item and therefore am entitled to a full refund for wasting my time. After their announcement today about becoming completely online I would suggest they up their customer service and terms and conditions rather than blame the customer for their mistake"
1,Do not buy from Gap,"Do not buy from Gap, items are poor quality and over priced. Colours run from clothes with one wash and their customer service is shocking. Hopefully this is will the next business to go bust and make way for a company who shows some care for its customers."
5,Past orders have been received very…,"Past orders have been received very quickly. Made another order today and when a discount did not apply to my order as it was supposed to, the webchat lady amended the order in just a few seconds to the correct amount.This will be my go-to for jeans from now on."
1,"Avoid the headache, don't shop at Gap","I have not bought anything from Gap since I was in my 20's and I have never used their online service which is atrocious!I bought a pair of jeans and returned it the day after it arrived using their prescribed method. That was over 2 weeks ago and to be honest, I forgot all about it. Today, after being reminded about the transaction, I tried to find out what happened to my refund.The website is useless as one of the emails provided returned a message saying that the email was not in existence.I tried calling and I selected the numbers to speak about returns but all that does is terminate the call. I tried several times.Now, I have no idea how to contact them or how to get my money back Avoid the headache, don't shop at Gap."
1,I can't stand gap and the way how they…,I can't stand gap and the way how they deal with returning items. I have bought numerous things from gap which I needed to change and I was unable to change it because I was told it had to be changed at a gap outlet. To make matters worst all there gap outlets are far. I'm actually glad they are closing. It's just the inconvenience they cause you when returning.
1,In store manager,"In store manager - Gregory @ Gracechurch store - was rude to two customers that I could see. Very awkward standing in the queue waiting to pay, when he dispatched two customers trying to return faulty products. Leaves a very bad impression of the store, and the brand."
3,Not impressed with their masks.,"I made an order for some Jeans and shirts and ordered two sets of the masks they had on offer. Described as 'adult masks with wire in the nose bridge' these turned out to be of a size suitable for a 7 to 10 year old and the 'wire' had no flexibility or ability to it to hold any shape. They also felt very thin. I feel its a little irresponsible for company's to be selling things like this which are so unfit for purpose in the current environment. Also, annoyingly, such items cannot be returned so they ended up thrown away.The one Item I did return I had to chase and chase, first they said contact them after 30 days, then 30 working days and then an extra 14 days and then they just asked me what I returned and did refund that. While the tracking did show the order retuned to them within three days I guess they had lost it in their warehouse or something.To be fair to them they did respond to emails in an efficient manner and eventually refund for the one item returned. It wouldn't put me of ordering from them again but I'll stick to traditional clothing items."
1,I bought a couple of men's winter hats…,"I bought a couple of men's winter hats online checked out and paid, was then sent confirmation email with 4 v neck t-shirts and larger payment amount, called and cancelled , however they still sent me the delivery and charged me. Overall a terrible and weird online shopping experience where clearly something went wrong on their end and I am now left trying to return summer t-shirts !"
1,We wasted £143 on GAP's website,"We wasted £143 on GAP's website. Go and buy yourself a t-shirt from primark, literally no difference. At least you wouldn't have the feeling of being ripped off. Also, GAP wouldn't let you put reviews on items on their page. So we can tell people not to buy"
1,I have given up with Gap,"I have given up with Gap. I ordered black jeans, they sent blue ones. I then have to waste my time arranging collection for a product I did not even order. This is just lazy. When a business moves online, you do expect that they will be able to work as an online business. This is amateurish. I won't bother again."
1,Totally robbers.,Totally robbers.Gap outlet in Livingston sales on %30 . Plus additional %20 off if download their app at that time. Should be be totally %50 off .But they charged me full amount %0.I just checked the receipt & complaint to them. Send the photos of receipt.Check ur receipt u might overpaid as well!!!
1,Poor customer service at Gap outlet,"Poor customer service at Gap outlet, items on rails with 50% off signs. When items were taken to the till to purchase the items were not 50% and staff said we should look at the small print dispite the same items being on several rails with the same sign. Very miss leading."
5,I couldn't fault the service I've had…,I couldn't fault the service I've had over the last couple of weeks. I placed three separate orders on different days and each one came the next day.
1,I really like Gap but…,"I used to really like Gap but having waited over 48 hours for a large online order to ship I gave up. There was no way of cancelling online so I spoke to a customer rep. She said she would ""start the process"" and I should get an email in about 3 days (!!) and that any refund would take two weeks. Unbelievable. Why Gap can't ship faster and why they then don't refund immediately is a mystery. I suspect they will soon be out of business if this is their approach to online shopping. A shame as I like the clothes."
2,Awful customer returns!!!!!,"Ordered some men's shorts and returned them as a poor fit. Sent them back 48 hr Royal Mail. After a couple of emails and almost 2x weeks gap sent me an email saying they have received my return and will refund in a couple of billing cycles ... in other words from postage to refund a couple of months!!! Absolutely rubbish, what if Amazon did the same? It doesn't 3 days till my last refund in the bank cleared!! Terrible way to do business. GAP sort it out it's silly and will only help you close more stores!!"
1,I just want to advise customers to stay…,"I just want to advise customers to stay away from GAP online. They send faulty items online. If you wear it once, they transfer color. They refuse to refund it and may only give you a store gift card, if you take them to store for a refund. It happened in my case, Since I could not find anything interesting in the store, I contacted them and asked about possibility of converting it to an e-voucher. After one month communications and sending me to a fool's errand, they did not refund me. They even asked for all confidential information such as all details of my credit card which I did not provide. After they realized that I am not so naïve, they apologized and told me that I have been refunded for the second time, but again it was only a lie. In addition, using my information they took all the credit of my store gift card. Seriously beware of them."
1,Terrible experience.,"Terrible experience.I ordered some jeans which were shown in stock. The next day I got an email saying they weren't in stock and I wouldn't be charged. The email was repeated in German underneath and, bizarrely, it talked about ""this offer is available until"" a particular date. It was such a weird email that I had to double check it was real. I sent a complaint to customer services who said that someone must have ordered the last item at the same time as me. Hmm.Well, lo and behold, I *was* charged and now I'm having to chase up a refund. I'll not shop with them again.Edit: the payment was finally reversed today, a week later, during which period they had indeed taken my money."
1,What a shambles,What a shambles.  Inundated with promos sent to my inbox that amount to nothing.  A website that can't even find my address after I have manual input it. I haven't even made a purchase and I am frustrated and disappointed.
1,Nothing good i can recommend,"So ive done my first order this afternoon, all order was cancelled due to everything was out of stock. Really?! All 8 items were out of stock?! Waiting refund. First and last my order. Thanks for great first experience ordering online @gap"
1,Worst experience i ever had on online…,Worst experience i ever had on online shopping. Ordered item 5 days ago and still no sign of shipment. Customer service useless.Dont waste your time and buy from someone else you trust.
1,Inconsistent customer service.,"Inconsistent customer service.Bought in store and wanted another pair so ordered online. What arrived was the wrong size. Phoned customer service and they were unhelpful and not interest in helping. I will have return what they sent incorrectly, I then will need to order again online, to then phone Gap back to honour so that they can honour the  price. Gap you put me at an inconvenience and you carried on by making it more inconvenient by me having to phone you back - customer comes last….!!!I am the ones that needs to go to the post office and use my petrol. The person to order again online (my time) and then phone you back for yet probably another back and forth to honour the price.And reading the other comments I look forward to my refund taking weeks (and suspect many more phone calls) and unhelpful customer support!Always bought gap jeans but after this experience, see you later!"
1,GAP ..well there is a big GAP in their…,GAP ..well there is a big GAP in their customer service staff are rude and you are made to feel like you're an inconvenience to them when there are 3 staff members clearly to busy gossiping with themselves to acknowledge there are customers to serve ..no sorry about that or be you in a minute we the customers have to approach you to get served and are made to feel bad for doing so I will never give my custom to the store again ever also tried to give the feedback via the info on the receipt for it to say it was not a valid store number !! Clearly need to bridge the GAP with customer service training !
1,Insincere with no integrity,Ordered an item (twice) on both occasions got the wrong colour. Rang CS. The lady I spoke to was very pleasant. As requested I sent the items back. I simply requested in return they send me the correct item.  They haven't done this and they've only refunded me for one item.  I rang them today to be told I would have to go online to reorder because they have a 'new system' so they can't do this!  I've taken the trouble to report THEIR issue and taken the time to return the items for THEM.  They are a multi-million dollar world-wide company and they haven't got the capability (or courtesy) to send out a pair of knickers!  Really??  Pathetic GAP.  You're just like alot of other corporations.  Insincere with no integrity.
2,Placed an order,"Placed an order, only received part of it. Had to email asking for the remaining order days later and was told it could take 10 business days to get it. Shocking in the age of 2 hours amazon delivery?  Item quality was not that either. Scared to send back for refund as it might take 100 business days to get a refund"
1,One star for new site.,"One star for new site.Same as Next. Absolutely wrong, uncomfortable, not nice.Will not buy anything no more. Loved my old good GAP before with cash back. Will miss so much! No more unfortunately for me("
5,Can't fault them first time ordered…,"Can't fault them first time ordered 19/4 and received goods on standard delivery 20/4 well packaged and presented, so many companies tend to send out screwed up and badly packaged these days so this was a refreshing change 😀"
1,REFUND NEVER GIVEN!!,"Before ordering from gap.co.uk you may want to read this review carefully.They have been owing me £135 (NOT a penny!!) since October 2019. I simply bought some clothes online and returned some of them in store. After a month, I realised I hadn't received my money back. So, I called their customer service, they asked me for a receipt of the return that I had and I STILL HAVE. They apologised as the missed refund was due to a mistake by their store staff. After one month, they confirmed they had refunded me the money, apologising again for the mistake.I have been chasing, chasing and chasing them and they still owe me £135!! I NEVER GOT MY MONEY BACK.I really don't know how a big company can ignore an unhappy (previously loyal) customer's emails. It's unbelievable!This is FRAUD and I absolutely can't accept other customers to fall for something similar. BEWARE!"
1,Rubbish customer service,"Ordered jeans on the website - the warehouse sent the wrong jeans (totally different style and colour ). I rang to ask the right ones were sent and told that they can't do that - I have to return the ones I got and reorder the right ones (again). I sent the original wrong order back and over 2 weeks later I am still waiting for my money back . I have emailed and received a stock computer generated response that my refund will take at least 15 working days from when they process it ! I had advised THEY sent the wrong item and that according to tracking , the jeans had been delivered to them over 2 weeks ago - but still this hasn't made any difference and no one wants to help . The worst customer service ever , needless to say I have not reordered the jeans I wanted - I won't bother trying to do business with gap ever again . Very bad company to deal with"
1,Appalling Click & Collect service,I ordered 2 items from these lot on a 2 business days delivery.It's now 5 days after and the order is still saying 'on its way to the courier'.Customer services too slow to respond.Appalling service.
5,Sales wins,"Ordered a few smart but casual shirts for the wife and some kids clothes (not for the wife) online in the sale... Really nice choice at great prices and delivery was very quick.Don't think I'll be buying at full price, but the sale stuff is defo worth the money!"
1,Steer clear of this unhelpful store,"I've had a 3 month ongoing disaster with a team that doesn't know what they are doing. I received a gift in the wrong size from a relative who lives over 200 miles away. All I wanted was a smaller size. After nearly 3 months, I was issued with a gift card and told that if I called them up, they would help me use it online as I live over an hour away from a store. On calling them up, neither Barbara who I spoke to or her manager Tamara who refused to come and speak to me on the phone, knew anything about redeeming gift cards over the phone. The item I wanted a size smaller in is now on sale and likely to go out of stock. It should not be this difficult to deal with a simple gift exchange.Steer well clear, the staff don't have a clue what they're doing and are extremely unhelpful just telling me to call back the following day."
1,Unhappy,"Very unhappy with the service, they used to send things promptly, not anymore, they cannot even provide an estimated date for delivery!I contacted them today, they promised to cancel this order and submit the refund. They promised to send a confirmation email, I have received no communication from them. Really poor, unprofessional customer service."
4,Swift delivery,"Swift delivery, sizing information on the website was very useful. Returns are free so it's no problem if they don't fit."
1,Full of rubbish Gap,Full of rubbish Gap. I ordered some goods from Gap in September they took money out from my account then they put money back. Now after three months they are writing that money will come out from my account within 2-5 working days. They never asked me if it's okay with me or if I have money now. As a good gesture they offer me 20% off for my next shopping stating that this offer it's very good 😄. Gap you can keep your 20% I don't need that.
5,Gap  mostly do very good  quality …,Gap  mostly do very good  quality  items. Can be a bit expensive but their sale prices are excellent as is the fast delivery.
1,Terrible service,"Terrible service. Ordered item on the 29th December and it still hasn't arrived (nearly 1 month later).Ordered through GAP.EU (and before the 1st Jan 2021) to avoid Brexit custom charges, yet I have still been charged €18 ""clearance"" fee.I will not be ordering from GAP again."
1,First time will be last time!,"First time I've ordered with Gap and will be the last time. Ordered 4 items, returned 2 on Nov 10th. Still nothing changed on the returning status, and still waiting for a refund. Customer service does not respond at all. Stay away from Gap. I thought this was a well run company, now I have big trust issues"
1,Feel robbed,Places an order. Haven't received it. Tried emailing and told they could not respond. Tried calling and answer machine said could not respond due to an emergency situation. Shocking. How do I get my money back?
1,Rather disappointed.,"Rather disappointed.I have used Gap for years and have been happy with their shops and clothes that I have bought from them.However, for the first time I ordered online from them. This hasn't been the best experience. They are quick to take payment but refunds don't seem that quick. My experience with another well known big online retailer is that they process refunds on day of them receiving the item.I sent an item back to Gap. And then wrote to them regarding my refund but got a reply saying it hasn't been processed yet. Despite the courier company showing it as having been delivered to them.I shall continue to use their shops because I like their clothes. Had it worked out I would have bought a lot more from them online. But I shall have to wait and buy on the occasions when I am near one of their shops."
5,Love the quality of the clothes and…,"Love the quality of the clothes and choice of baby clothes is just excellent. Ordered a jacket for my daughter, its so soft and a perfect fit. Delivered super quickly."
1,Incredibly low quality,"I bought a pair of long sleeves PJ for my grandchildren at the extortionate price of £24.95 and £22.95. The fabric is so thin, I doubt they could be worn in winter.  I was going to keep them anyway, but the size of the garments is totally ridiculous. I ordered for 10 and 13 years old. The trousers are extremely long, but incredibly narrow, they would not fit a 6 years old. The tops may have been fine, but the sleeves are ridiculously narrow. GAP use to sell good quality, good value for money clothes,I hadn't bought anything from them for quite a while, but I am not going to risk it again."
1,What happened to the usable website where you could see what you were buying?,"I've used GAP online a lot over the past couple of years. Even more so since the Pandemic (even though the masks I bought from them were only fit for the bin). The delivery is always quite quick and it WAS a very easy to use website.I've just gone to get some essentials for my other half and what has happened to the website? The images are tiny and you can't see the material of the products, its dificult to navigate, twice I got error pages. I know nobody likes change but this is a massive step backward as afar as using the website goes. In fact it now feels like a website from ten years ago. I gave up in the end and went to have a look and the M&S website. Please GAP, look at making a user friendly site where it is easy to browse and see the products we are looking to buy. Reading other comments, yes, thats it, Next, its the Next website isn't it, which was never any good and felt like they couldn't be bothered and wanted you to visit a store instead. Why have they gone this route?!?"
1,"Two orders, two lost in transit","Twice I ordered clothes to my local store, twice they didn't get delivered and twice I've had to chase.  Frankly a very poor delivery service which cannot be relied upon.  Will not be using again."
3,I used to love GAP quality but they are…,"I used to love GAP quality but they are not like they used to be I was disapointed with a women coat I bought from them online and men tshirts that I bought for my son, because they come in packs of two they are not the same quality as those sold single. Additionally, I got chocked when I found out that all the stores has been closed down In London so I had to return the items via post office and that is taking ages for them to receive the return and refund the money."
1,Worst company when it comes to shipping…,"Worst company when it comes to shipping and customer service! I ordered a Yeezy/Gap Jumper, it's been 20 days and see no delivery.Stay far away from GAP!"
5,Great atmosphere,"Great atmosphere, very polite and friendly staff and delicious hot fresh food. I would recommend the Muston Gap to everyone"
3,'Known issues' on website mean experience is painful.,"The quality of Gap kids' clothing is excellent and since there is always a sale of some description on, they can be a decent price too. HOWEVER for a large multinational, their website and online offering is terrible. In the past I've had issues with it being very buggy ( not displaying info correctly, unable to sign in, unable to 'press' buttons etc. Most recent experience is that no email was sent after purchase, and purchase was not shown anywhere in my online profile - disappeared into thin air ( and has still not been found!)! Luckily I had screen grabbed the (quickly disappearing) order confirmation screen and called customer services. Apparently this is a 'known problem' for which the American call centre welcomes my feedback - grrrr! if you know its a problem, FIX IT! Seemed tremendously glib and couldn't resolve. Now have no idea when items might appear/ cannot amend/ lack confirmation of price paid/ items ordered etc - fairly basic stuff! However am 'assured' 'don't worry we can see the order, even if you can't'. An unfortunate, unsolvable ( apparently) issue topped by poor customer service & grasping at straws - ""oh you should clear your entire cache (that will resend the missing email, will it?,)""  I do like Gap, just a shame they can't be bothered looking after customer experience for people like me."
1,Great Product Poor Service,"Took my money . Did not deliver. Have not given refund. Blacklisted my e-mail.Looks like I would win in court, but just not worth the hassle to pursue.So sfter 47 pairs of GAP Chinos all bought in shops I will have to use another brand."
1,Awful,"Awful - if I could give zero stars then I would. Gap used to be good for well priced, durable basics but no more. I ordered a large amount due to being unsure on the sizing and needing a lot of items for work. I have never had to return this many items to any retailer before. Sizing - all over the place. One small vest was so tiny it wouldn't go over my shoulders. The same vest in a different colour was massive. Shirts in a medium looked like something a clown would sport. Quality - what on earth was happened here? I don't expect to pay near £40 for a top for it to look and feel cheaper than the equivalent from a well known high street fast fashion chain. Three washes and they look like they'd fall to bits. Not to mention the proportions were way off. The smell - yep, the smell. Anything in the order that claimed to be ‘cotton' smelled like vomit. Despite everything having its own individual plastic wrapper. Joy. I'm really disappointed and at this point I'm hoping I get my money back. Just don't bother."
1,Never again,Terrible service. I ordered from gap.eu on the 29th December and it still hasn't arrived (almost 2 month later). I asked for a cancellation of my order and I asked to them to return my money and they didn´t. I will not be ordering from GAP again.
1,Ordered stuff more than 3 weeks ago,Ordered stuff more than 3 weeks ago . Chased so many times with Hermes . Still same . Asked me to contact gap they refunded which I didn't want and in the end my order is no where with no tracking details . Extremely frustrated
1,No longer viable for U.K. market,"No longer viable or aesthetically pleasing or fashion-relevant for the U.K. market, which, after all, they have left behind completely."
1,Their outlet in Grace Church street in…,"Their outlet in Grace Church street in london was selling mens trousers ordinary Chino for £19.99 .They put them on sale guess what @ £27.99 when i confronted their sales woman all she can say is"" good luck""Also i bought a pair of jeans for £27.99 after sale during Xmas time and wife spotted that it was used item.Luckily i had the receipt and manage to return it.Today the same item is sold @ £37.99 appatently slashed price from £59.....Simply .....avoidNever buy from GAP.Cheats"
1,Rude and bad service. Very patronising,"A very rude employee spoke down to me and my friend because we are younger than most of the shoppers she expected us to be rude and to mess about. We entered the changing room and it was very informal without any signs to indicate what to do after trying on the clothes. We had attached all of the clothes to their pegs and folded them and placed them on the bench as we could not see the employee to give them to. Then the employee came out and said that it was incredibly rude and we should be nicer to her. I understand retail is a hard job and many mistreat workers but in this case she was not doing her job of being visible to give the clothes to so we did the next best thing and got yelled at for her not doing her job well. She rolled her eyes and made rude comments. I can not comprehend how someone this patronising and childish can work at a respectable shop. I am mortified, as is my friend and we were not doing any harm and not intentionally being unhelpful. We were made to feel embarrassed and I never want to go back because I felt like I had been shamed for not knowing what to do. I'm an appalled by the rude service. Never going back."
1,No way of speaking to anyone if…,"No way of speaking to anyone if problems with your order. I ordered 3 weeks ago, problem with the transport company, they told me i need to go baco to Gap and i cant speak to anyone at Gap. Now im £200 down. Will never use again"
5,I've always had a good experience with…,"I've always had a good experience with Gap, whether ordering online or in store, and the clothes are consistently good quality. Recommend making the most of their excellent sales."
1,Terrible new website,"I used to buy a lot online, I really loved the old version. I am here to comment on the new website - just a terrible format! Every time I go on it, I just give up after a minute. I do not like it at all which is shame as previously I would rate 5*"
1,The worst customer service ever,The worst customer service ever. I returned the items to UK. The returns were sent on 13 April and did not reach return center until 8 May 2019!!!???? Almost a month!?
1,GAP and GDPR,"I asked for the data that GAP hold about me for more than a month.It happened after that GFAQP systemically delivered my order to my old address. That old address was nowhere in my GAP's address book. After a lot of obstacles, my request is still ON. I wrote to GAP and I still do not have my own data, regardless to GDPR. Something is fishy. Every company I asked my data, quickly delivered. GAO does not. Maybe shall I sue GAP to get my datas in time instead of a promise to get my data later?"
2,Absolutely shocking,"Absolutely shocking, can't send an item back for exchange of size without repaying for the item straight away. Send back your item and 3 weeks later still no refund!! Quick enough to take your money but don't want to give it back!Called and all they said was well hopefully soon.I can't deal with hopefully. They don't seem to realise we are not all made of money.I want my money back!"
1,Ordered a few items last week and got…,"Ordered a few items last week and got an email to say they are all out of stock. Looked on the website and everything is still coming up as available. Now, a week later and I still haven't received a refund. Definitely will not use this company again."
5,Ordered a pair of chinos.,Ordered a pair of chinos.. good price with discount.. excellent quality..great delivery time. Highly recommended.
1,The quality  of their Jeans have…,The quality  of their Jeans have dropped dramatically. They tend to wear out in the crotch area within a couple of months.
2,"I like their models, bad quality for that price range","I like their models. The chinos are bad quality, they get spoiled so easy and loos color despite being not cheap"
1,Wrong sizing...,"Had always liked Gap over the years. But last purchases have been poor. Thin material, wrong sizing of leg and waist, cheap. Could do much better!Not sure I will shop here again."
4,Took a while for communication but…,Took a while for communication but finally order was traceable and existed on the system . Has also been delivered today .
5,Great quality clothes,"Every item I bought was of great quality for my little girl. Washes great, long lasting clothes and decent prices when they have an offer on."
1,Poor aftersales - no gift card use on website,"Another supposedly large clothing company who cannot provide an acceptable level of customer service, they just waffle around the subject with no answers and no resolution. GAP clothing advertise that you can use all4one gift cards but I was unable to do so and was given no comprehendible explanation."
4,I always buy my Jeans at the Braintree…,I always buy my Jeans at the Braintree Village store. The staff are always helpful and am happy with the products and the value for money.
1,Extremely slow to process refunds.,Extremely slow to process refunds.No notification that returns were received. Will not buy online again ☹
1,The worst experience in my life,"The worst experience in my life, I felt discriminated wen I went to change a gift."
1,Still waiting for a refund for an item…,Still waiting for a refund for an item sent back on 23rd Dec 2021. Very slow refund procedure.
5,Great service,Great service. Items arrived as described in good time. Highly recommended.
5,Good shop,"Good shop, very practical clothing and good pricing. Got plenty of clothing for a kid, good designs"
1,So bad,So bad . First and last time I will order . Left it up to me to chase an order and ignored my emails cancelling order .BEWARE
2,Just as pi§§ pore as I expected them to…,Just as pi§§ pore as I expected them to be. Cheap thin §hite.
5,Good quality and the sale prices…,"Good quality and the sale prices arevery good. Also, very quick delivery! So so happy with gap"
5,Always very good experience,"Always very good experience. Good products, quick refunds. Thank you!"
1,Ordered 3 pairs of jeans.,Ordered 3 pairs of jeans.They sent me the wrong size on all 3 pairs. They got stevie wonder working in the warehouse. Buyers Beware!
5,Always a lovely experience when…,Always a lovely experience when visiting store staff are nice and friendly
1,Some Legal Attuning Required,"Return acknowledged and refund allegedly processed last Wednesday, Jan 12th. Inconceivably yet to be received and zero compulsion on the part of customer services to investigate the breach of contract."
1,"They won't be around much longer, thankfully!","GAP should stick to what they're good at; promoting partisan political issues and spreading propaganda through their ads and social meida, as I'm afraid the curtains are finally closing on their place in the retail industry and I for one could not be happier."
1,WEMBLEY STORE MANAGER,WEMBLEY STORE MANAGERRude. Rude. Rude. I hope she finds some customer service skills soon.
1,Zero customer service.,Zero customer service. You can't do anything about it but wish them to be damned. Hope they choke on food they buy with the money they steal from me.
1,I bought two items from the vip event…,"I bought two items from the vip event for my son from Gap Canary Wharf a few days ago. I wish I didn't. I buy most of my son's wardrobe from Gap but not anymore. Your staff is so rude attitude. The cashier seemed as if she couldn't be bothered to serve and she wanted to get over and done with. First i was overcharged by £10+ by the cashier. She was in a rush for no reason. There was one person behind me in the queue. I felt something was wrong so I checked the receipt and I queued again to tell her that she scanned the expensive item twice. Very quick and the most insincere apology. It felt like she was annoyed with me for bringing it up. Doing a few scans and then pretty much looking at me as if I should leave now. I clearly wanted to double check my receipt but she told me I refunded you £10 twice. So basically asked me to move by rolling her eyes so she could start dealing with the next client. It felt like something was wrong again. I then rechecked the receipt and realised i was not given the %5 off the app discount. I waited for her to finish her business and told her and she rolled her eyes again and asked me to cover at which point I was very annoyed. Behaving as if she doing me a favour is not an attitude that I was going to take. I said I didn't want it and left. Then I thought well why do I buy so much from a company that has such client service? A few days later I returned the item. On that day, I came across this lady again and she was arguing with another member of staff."
1,Can't cancel order,"Can't cancel order, no contact. Phone hangs up when I try calling."
1,they use yodal for deliveries which are…,"they use yodal for deliveries which are pathetic always down never delivers , gap should check yodal reviews which is below 1 star and should change their deluvery company olease its a request"
2,Taken payment for clothes they do not…,"Taken payment for clothes they do not have, order cancelled."
1,Absolutely appalling customer service,"Absolutely appalling customer service! I wouldn't bother, shop somewhere else !"
1,The worst customer service ever.,The worst customer service ever.Staff totally rude for no reason
4,Good service,"Good service, timely delivery and the product quality is quite consistent"
5,Very Helpful enjoy working there,
1,14 business days for a refund.....,14 business days for a refund...... absolute joke
1,GAP Kingston upon Thames,"GAP Denim Jeans feeback for Kingston Store (Sean):I always purchase my jeans from GAP, this the second time my jeans has worn off, I went to GAP store based in Kingston upon Thames, the store supervisor named ""Sean"" refused to exchange the jeans and said that this jeans has been used and she would not replace it, she was extremely rude that we are not supposed to replace any items once its been used, I told her that when I was purchasing this jeans, I had explained to her colleague the problem I face with jeans and she assure me that if next time this happens, then keep the receipt safe and they will replace the worn jeans, this is so frustating that the customer service of GAP has fallen to such a low level and another thing is the quality of the stretch cloth which get worn out with normal use. I have decided that I would never buy my clothes from GAP as the above experience and also advise my friends & family to avoid buying from GAP as per this untrustworthy experience."
5,Greta experience- everything arrive in…,Greta experience- everything arrive in a quick time period expected
5,Great customer service,"Great customer service, quick to respond to delayed delivery"
5,I love t-shirts from GAP.All went well …,"I love t-shirts from GAP.All went well  , quick delivery."
5,I had amazing expirience with gap eu…,I had amazing expirience with gap eu customer service
5,Brilliant discounts on the website,
5,Outstanding service and looks after…,Outstanding service and looks after their customers
5,Great shop in Sevenoaks.,
4,Good customer service,Good customer service and great promotion offers
1,I received the wrong product twice,
1,Dogsh!t customer service.,
5,Got some sick jeans,
1,Disappointed,
4,Good petite range,"I like gap because they have a really good, high quality range of petite clothing, and the 3-5 day shipping always tends to be quick.I do feel like the online site is missing an exchange service though - currently I need to return the item then buy it again in a different size, which is annoying when I usually tend to buy from Gap during the sales."
2,Gap Bromley High Street,"Went to Gap Bromley High Street the other day to get trousers for my son. Forgot my glasses at home and asked for help from staff. Useless and lazy. She is called Maria. It was 16:30 and she looked more interested in tied up the Shop to get home faster than to help us. I picked a size didn't fit well but where Maria was???? who knows.Went upstairs to ask for a Manager who was talking happy with another member of staff. Without even saying sorry, she said: would like me to help you? but with a body language and intonation that she didn't really meant to and off we went with an empty hand. Very poor Customer Services. I would like to apologise for forgetting my glasses at home and to bother them."
1,Gap.co.uk deserve NO stars,"Gap.co.uk deserve NO stars. The worst customer service ever. The order took 10 days to arrive, and although I returned the items immediately to Westfield London store, I'm still waiting for a refund. Unacceptable online service, will not be shopping online with them ever again."
1,I would give  -1 star  if  possible!!!!,"I would give  -1 star  if  possible!!!! Last time I've been waiting for 35 mins to reach them by phone. I've sent them 3 emails, 1 live chat, 2 phone calls  because of my refund and still nothing.... They said different things about getting my  refund, first they said I'll get my refund in 15 days but then they changed it to 25 days.IT IS VERY UNPROFESSIONAL!!!!"
5,Fantastic!,"Made a substantial order on Monday last week and the items were all delivered to my door, well packaged and quickly. In fact the whole order was at my door on Wednesday of the same week by 4pm. Will order again and they offer fantastic discounts and great customer support for customers."
3,Worn out/out of use/ancient maternity clothes. The range looks like something your grandma would buy,"I used to be really satisfied with gap until I had to look for maternity clothes. The range they have it's a joke! In my opinion and I have a feeling I am not the only one with this opinion. They have  worn out/out of use/ancient maternity clothes. I have browsed and bought maternity clothes from next, john lewis, topshop EVEN Vertbaudet(you may have not heard of them but they offer quality new age clothes) and many others. I could never wear anythig feom Gap. Those clothes look like something my grandmother would buy! Honestly guys I would give you 1 star if I would have not been satisfied with your normal range. We're in 2018, live a little and pay better designers!"
5,One of the few companies i trust to one…,One of the few companies i trust to one get my order right and two deliver when they say they would.
4,Great delivery but slow return process.,"I love GAP clothing and delivery is very prompt. However, saying that their return/ refund service is extremely slow is an understatement. I have never experience anything like it. It took almost 2 weeks to receive confirmation of returned item received. I then noticed that their email notification includes the following statement ""If you paid with a credit card, your credit should appear on your statement in one to two billing cycles"". Wow! Patience is a virtue indeed in this case.Update: The refund appeared on my statement within 2-3 working days. Given this, I am upgrading the review to 4 stars. Yes it took longer than most but have to say shipping and refund related details are accurate."
1,Awful Customer Services,"Returned an item on the 28/05, started a web chat today with a lady named Kathy S, to find out about my refund, all she could say was there's a delay in returns, so here have 10% off another order and she hopes I'll shop with them again, when I said i wouldn't shop with them again as I still haven't sorted my refund, she said ok have a nice Sunday and ended the chat. Sort this out Gap 😡"
1,Absolutely terrible service in UK Gap…,"Absolutely terrible service in UK Gap stores, Hampstead NW3 specifically.Stuff is rude, unfriendly and unprofessional.Quite a few of them  chatting on the sales floor.  Discussion personal matters and  bickering while ignoring customers - always sour facial expressions. The service used to be much better at that branch years ago."
1,Placed orders on line in 3 different…,Placed orders on line in 3 different ocassions in the last couple of months.Three times I received items that I did not order and random sizes .Disgusting.
